Trace,IPC,Loads,Stores,Load Misses,Store Misses
620,0.777943,9370121,5573272,7473280,3855026
621,0.796408,9272586,5481995,7772245,4144520
622,0.815588,9161502,5398615,6777153,3454793
623,0.925422,9190150,3839521,7470412,2255537
624,0.762963,9348196,5515174,7499910,3917021
625,0.772053,9145039,5369877,7179856,3696012
626,0.942343,9221602,3841621,7533207,2286928
627,0.755663,9364419,5537619,7425307,3854443
628,1.10697,9693479,5209304,7266258,2917359
629,0.818774,9274020,5480265,7765700,4134650
630,0.894751,9778892,5671288,8241381,4344537
631,0.77346,9134612,5362373,7150584,3678668
632,0.860711,9769858,5658213,8232717,4332020
633,0.778136,9147357,5370500,7191295,3702712
635,1.09134,9680411,5205101,7270138,2927377
636,0.850476,9740722,5655559,8223755,4346533
637,0.33225,8292707,4942910,6510151,3284864
638,0.934388,9216726,3842593,7528558,2288756
639,0.759455,9338409,5511304,7478569,3906241
640,0.773679,9144136,5367805,7167605,3685667
641,0.883755,9278354,4026595,7446055,2345306
642,0.927283,9191223,3835905,7482619,2260012
643,0.76761,9380441,5548588,7467349,3876793
644,0.777104,9375025,5574397,7486408,3862768
645,0.834782,9001525,5095475,8369316,4508531
646,0.822136,9158686,5393879,6759101,3439953
647,0.777447,9355751,5561599,7493350,3876978
648,0.807165,9274051,5486439,7775869,4150932
649,0.784433,9158493,5381051,7177275,3687154
650,0.332157,8283836,4947393,6509175,3291801
651,0.79292,9780959,5653427,8245161,4329152
652,0.83235,8998046,5090641,8374778,4511329
653,0.750713,9370476,5537787,7458422,3873703
654,0.835691,8999930,5091137,8374256,4509910
655,0.758975,9360192,5529335,7483741,3899991
656,0.758767,9344245,5511862,7489319,3913064
657,0.775232,9139051,5365830,7163864,3683527
658,0.820033,9276179,5483139,7765080,4134197
659,0.776549,9354853,5559896,7473388,3861354
660,0.764545,9153196,5376580,7159482,3673669
661,0.782233,9375806,5573007,7490931,3865516
662,0.924422,9216181,3915819,7489955,2329517
664,0.929284,9194476,3852258,7469235,2260258
665,0.757954,9331405,5505438,7525609,3950086
666,0.81494,9158004,5396254,6775517,3453762
667,0.796408,9274521,5486072,7776662,4151338
668,0.764743,9362767,5566666,7507890,3885371
669,0.844873,9352471,4107070,7479313,2368772
670,0.8076,9168389,5405915,6780933,3453711
671,0.338418,8194321,4919119,6544115,3359736
672,0.803023,9274698,5484461,7769312,4141734
673,0.75877,9734488,5653007,8233999,4356833
674,0.774899,9138100,5363393,7145169,3669574
675,0.937654,9222597,3853636,7530141,2295348
676,0.337755,8192768,4918968,6545865,3362767
677,0.823228,9159152,5394564,6776877,3454201
678,0.800941,9273720,5478118,7762158,4129396
679,0.797145,9271068,5480603,7768488,4140651
680,0.831296,8998290,5091424,8373359,4510690
681,0.821558,9155042,5391773,6761615,3444974
682,0.772962,9366167,5572545,7503735,3883415
683,0.810955,9272711,5481631,7767365,4139248
684,0.774577,9141320,5366608,7163620,3682615
685,0.932367,8510872,5203127,7620716,4404477
686,0.808641,9167451,5404382,6808953,3474867
687,0.772638,9147419,5370186,7175593,3690347
688,0.903893,9783831,5675156,8265184,4363723
689,0.808157,9167481,5402536,6805273,3474273
690,0.80392,9275783,5482347,7764488,4133379
691,0.820767,9272395,5479128,7764601,4133807
692,1.10393,9687234,5208155,7271980,2924558
693,0.796185,9364520,5569821,7498333,3878743
694,0.796416,9270520,5482243,7770063,4144460
695,0.811879,9168728,5401518,6799668,3468691
696,0.771438,9139640,5366910,7165868,3686174
697,0.938654,9232572,3869489,7529236,2300274
698,0.813815,9160195,5398611,6788379,3461496
699,0.767361,9372200,5576250,7512889,3890409
700,0.773663,9371380,5542483,7456588,3873546
701,0.821077,9161598,5398705,6786430,3461536
702,0.856135,9282128,3968457,7527499,2345608
703,0.81485,9275552,5485655,7771514,4144707
704,0.707324,10453810,4798810,7639162,2183933
705,0.834032,8996664,5088132,8375083,4510169
706,0.66837,10566027,4989093,7584273,2202407
707,0.811236,9165032,5400222,6757085,3436453
708,0.776227,9359119,5563181,7493792,3876811
709,0.821127,9274031,5485329,7773562,4147420
710,1.0887,9686567,5208247,7262829,2921149
711,0.807574,9275833,5483743,7761057,4134637
712,0.79085,9355367,5562459,7491200,3876404
713,0.763276,9324292,5496491,7546233,3965836
714,0.786547,9156474,5378430,7160338,3673383
715,0.662159,10563509,4988642,7637810,2231178
716,0.761439,9401387,5568308,7397429,3807035
717,0.330439,8257626,4922485,6520411,3303751
718,0.901044,9782431,5669673,8252650,4350309
719,0.773669,9416177,5579378,7369997,3783067
720,1.09874,9691898,5208485,7265262,2915162
721,0.774729,9154439,5374711,7194417,3701171
722,0.784261,9348774,5557658,7474777,3866524
723,0.815281,9274861,5485005,7769896,4142715
724,0.77667,9147616,5374148,7149618,3669364
725,0.781447,9154363,5377742,7148396,3668362
726,1.38235,7430970,4416410,6206796,3235496
727,0.879056,9270907,4021051,7434778,2336188
728,0.755645,9418065,5589134,7368107,3779540
729,0.763411,9141982,5366458,7163511,3680602
730,0.771789,9415819,5582022,7399236,3803039
731,0.784331,9369293,5567256,7464967,3842316
732,0.873323,9806194,5667824,8258620,4329794
733,0.817755,9153873,5394266,6770151,3450481
734,0.803188,9272805,5484483,7781222,4156152
735,0.809435,9175363,5411927,6834496,3493121
736,1.3684,7043765,4411476,4987614,2429239
737,0.759172,9182251,5403101,7137769,3645508
738,0.338495,8197109,4923097,6543773,3361317
739,0.829403,9002941,5096017,8374846,4512857
740,0.771866,9419208,5588654,7370117,3786102
741,0.775665,9146216,5371099,7173894,3691349
742,0.687335,10079567,5103329,6631066,2173095
743,0.693888,10473268,4846120,7587183,2163428
744,0.763569,9415178,5585808,7368066,3785953
745,0.33585,8201000,4925164,6539773,3355609
746,0.793487,9271136,5482125,7779362,4153496
747,0.776475,9140159,5366106,7166079,3688778
748,0.754942,9376072,5552502,7441546,3867836
749,0.822247,9148563,5387176,6718843,3411990
750,0.812292,9272536,5481192,7771931,4143297
751,0.766038,9371779,5547006,7420529,3846528
752,0.769906,9142641,5367687,7167631,3685470
753,0.831507,8999775,5094957,8369252,4509606
754,0.748445,9733285,5649628,8228791,4349669
755,0.883996,9782355,5672190,8256668,4354462
756,0.749641,9729582,5649202,8220027,4344672
757,0.802818,9895818,5065796,6338504,2198737
758,0.765803,9382145,5554668,7412345,3833458
759,0.783786,9374164,5574915,7475997,3853108
760,0.919434,9190431,3832852,7462521,2244520
761,0.797161,9273224,5484413,7774490,4148235
762,1.11956,9696114,5209445,7271202,2916177
763,0.778624,9153195,5375347,7146339,3662340
764,0.81784,9619567,4295023,7466571,2307347
765,0.825966,9152887,5389195,6747729,3431612
766,0.762956,9353702,5559989,7471271,3860968
767,0.33637,8210804,4930645,6542129,3354317
768,0.920145,9212316,3915188,7483319,2325715
769,0.786772,9152818,5377870,7141793,3659844
770,0.812456,9163633,5398547,6774527,3450312
771,0.867387,9311317,4019170,7522561,2362953
772,0.79909,9275420,5484691,7765446,4136920
773,0.759249,9349624,5523599,7490083,3907522
774,0.788058,9372111,5576387,7517504,3892360
775,0.807996,9169313,5404412,6799747,3468289
776,0.923411,8556332,3505982,6406566,1562891
777,0.777339,9348761,5562772,7477537,3871055
778,0.834732,9002134,5094690,8369866,4507653
779,0.781877,9363334,5566516,7464991,3845712
780,0.758164,9336999,5505985,7508515,3925972
781,0.815142,9162080,5398990,6771086,3450250
782,0.81753,9273719,5484887,7769737,4143614
