Trace,IPC,Loads,Stores,Load Misses,Store Misses
249,1.01061,9000420,5093831,6824271,3022310
250,0.828908,9144177,5367056,6463386,3044720
251,0.830798,9375743,5574893,6774409,3205065
252,0.808223,9315145,5492334,6775125,3266401
253,0.845717,9358856,5566515,6781905,3222643
254,0.873275,9274771,5486090,7026589,3457217
255,0.936897,9298696,4067388,6459665,1503282
256,0.855137,9362421,5567071,6793439,3228798
257,0.985284,9196696,3875555,6534966,1449422
258,0.862903,9162244,5397304,6065543,2810611
259,0.918586,9286646,3967881,6594174,1512987
260,0.883726,9275967,5484922,7016975,3443694
261,0.8124,9417389,5588800,6658356,3133108
262,0.353924,8193510,4921023,4860067,1785128
263,0.847024,9371880,5568755,6762264,3192985
264,0.883178,9275074,5482931,7005200,3429377
265,0.82933,9385969,5556538,6712741,3191354
266,0.836253,9414297,5591387,6761313,3182200
268,1.01204,9001455,5095989,6826039,3025416
269,0.879246,9274590,5486594,7024127,3454598
270,0.80917,9364719,5533281,6746660,3235250
271,0.811337,9151917,5371751,6482830,3056126
272,0.993572,9777762,5669733,7251798,3445081
273,0.905126,9271380,5483684,7020224,3455286
274,0.827284,9150109,5372108,6485667,3061328
275,1.0006,9774376,5668767,7248329,3445940
276,0.657441,10363437,5295839,5401906,1154179
277,0.809771,9390390,5569191,6679507,3162468
278,0.843262,9363575,5569324,6795238,3230582
279,0.35503,8211014,4929570,4862368,1780839
280,0.88573,9149185,5387905,6012750,2777005
281,1.17694,9678117,5204814,5115731,1049439
282,0.829383,9142414,5364493,6496508,3077045
283,0.99525,9230671,3863388,6604822,1458176
284,0.858707,9156269,5396066,6053830,2807763
285,0.834579,9393742,5557988,6712910,3184562
286,0.830745,9139135,5365468,6457433,3042765
287,0.700387,10397067,4893355,6562676,1400247
288,1.01143,9001297,5095052,6824865,3023545
289,0.875243,9155653,5392445,6038231,2797105
290,0.814012,9149011,5372012,6491354,3067649
291,0.865484,9162061,5397103,6070589,2815152
292,0.825485,9138896,5365129,6464831,3053730
293,0.986566,9190551,3836627,6553525,1434971
294,0.874132,9160256,5396222,6071102,2816614
295,0.812454,9418112,5589954,6662424,3143275
296,0.824799,9143923,5368285,6473355,3051460
297,1.44742,8418997,5289546,4570081,1777179
298,0.977775,9241022,3888580,6588294,1462366
299,0.867207,9170291,5404536,6089168,2826511
300,0.822336,9750001,5649254,7218580,3443578
301,0.892736,9331010,5514580,6202297,2791827
303,0.878589,9274661,5484658,7012627,3439141
304,0.828509,9383813,5556587,6620500,3125021
305,0.821765,9147898,5370036,6474557,3052843
306,0.868103,9272171,5479418,7005335,3428614
307,0.809984,9140359,5365056,6460439,3044863
308,1.05999,8504887,5042774,6222372,2949038
309,1.00387,9781711,5672757,7261740,3452958
310,0.951341,9779760,5655363,7241600,3429068
311,1.20035,9695281,5208895,5108823,1039531
312,0.814145,9326824,5498940,6792233,3273317
313,0.82363,9358029,5563445,6776643,3211256
314,0.355661,8187109,4916057,4860497,1785870
315,1.0106,9002295,5095365,6825486,3023368
316,0.89551,9274869,5483695,7006959,3432514
317,0.825951,9367011,5569718,6761898,3203754
318,0.836549,9390142,5561919,6682745,3166027
319,0.829465,9390525,5575424,6738033,3169964
