Trace,IPC,Loads,Stores,Load Misses,Store Misses
178,0.769029,9141521,5366659,7400679,3897612
179,0.816367,8999501,5095634,8533185,4664156
180,0.917984,9223845,3858898,7930510,2687174
181,0.80008,9146128,5386409,6974299,3636964
182,0.740263,9385724,5550645,7610976,4010656
183,0.763901,9141334,5370032,7396929,3896696
184,0.80473,9273805,5483709,7977986,4337333
185,0.769625,9357820,5561263,7688774,4057903
186,0.739112,9389749,5562364,7606243,4007082
187,0.840136,9779493,5655510,8595281,4620277
188,0.878208,9766112,5668050,8573809,4625003
189,0.760184,9146322,5369051,7393474,3889446
190,0.768084,9143963,5369737,7399038,3895899
191,0.796744,9159893,5396535,7000372,3654839
192,0.76965,9148867,5370613,7405927,3897774
193,0.759028,9163301,5385190,7381016,3871590
194,0.639904,10575885,5273769,7839337,2785313
195,1.05289,9691161,5207927,7920996,3548453
196,0.754733,9357302,5524009,7653871,4062900
197,0.758842,9148155,5370416,7400168,3893609
198,1.06056,9696052,5210340,7924601,3549869
199,0.800268,9175688,5411998,7010349,3661821
200,1.04754,9691386,5209067,7920085,3548617
201,0.769115,9366676,5567709,7701362,4062015
202,0.744886,9374817,5549450,7623008,4027345
203,0.853774,9780208,5664250,8597665,4628990
204,0.743524,9395425,5572686,7582876,3984320
205,1.36956,7037041,4407872,5649663,3057176
206,0.74802,9374931,5580106,7686633,4052927
207,0.817173,9266373,4233386,7633038,2726116
208,0.754602,9360265,5534539,7674733,4076663
209,0.750971,9380725,5579996,7690532,4050446
210,0.876854,9776097,5668234,8594909,4635300
211,0.75514,9328260,5497237,7734077,4136396
212,0.759823,9135363,5361106,7368156,3872127
213,0.77706,9272703,5481479,7975677,4334276
214,0.849234,9779938,5663592,8596623,4626959
215,0.334084,8194824,4922206,6743986,3533871
216,0.765654,9359661,5568278,7692154,4063486
217,0.819176,9002047,5095524,8536370,4664565
218,0.749964,9404319,5581279,7589261,3987214
219,0.798554,9271708,5481298,7981032,4339920
220,0.749622,9372666,5579366,7727494,4088994
221,0.800955,9165598,5402941,7025125,3671387
222,0.8566,9290953,3984304,7866383,2682951
223,0.798111,9275940,5483473,7972783,4330474
224,0.901894,9221613,3918004,7896587,2711410
225,0.880518,9281983,4022587,7834563,2702727
226,0.786961,9273038,5484533,7973288,4334729
227,0.765507,9360757,5565363,7690311,4060102
228,0.905865,9184555,3831340,7906072,2672073
229,0.789721,9273902,5483659,7980690,4339944
230,0.741664,9422074,5591366,7581011,3972930
231,0.769419,9140747,5366855,7385186,3885063
232,0.803205,9160052,5397006,6992298,3649251
233,1.0321,9677350,5205898,7913268,3552067
234,0.747639,9746459,5654477,8582980,4635648
235,0.806198,9165922,5401333,7008950,3659146
236,0.787253,9275196,5484767,7981282,4340135
237,0.771354,9361629,5568599,7698776,4069082
238,0.939195,8426726,5155355,7842868,4634734
239,0.801956,9156099,5393880,6982184,3642796
240,0.817864,9150617,5387647,6956038,3624060
241,0.805465,9163076,5400245,7010633,3661305
242,0.337798,8200420,4922804,6752588,3537399
243,0.763453,9395120,5585519,7716334,4070848
244,0.811642,9275828,5483340,7967902,4330139
245,0.798916,9161579,5398999,7004123,3656257
246,0.798222,9274785,5484983,7971352,4335738
247,0.768684,9362342,5566590,7693943,4062155
248,0.765323,9164644,5383761,7391942,3878973
249,0.82083,9000434,5093839,8533018,4661569
250,0.764505,9144225,5367076,7387481,3885058
251,0.765084,9375750,5574900,7678259,4041184
252,0.74656,9315151,5492337,7740689,4149389
253,0.758773,9358852,5566514,7697318,4069644
254,0.785024,9274766,5486088,7985158,4345630
255,0.873681,9298705,4067393,7844090,2740457
256,0.778149,9362467,5567091,7704888,4071726
257,0.917991,9196698,3875556,7882708,2681195
258,0.804298,9162243,5397303,7000770,3653290
259,0.859362,9286649,3967881,7888123,2690742
260,0.795566,9275977,5484924,7979855,4338316
261,0.739642,9417401,5588808,7584418,3975968
262,0.334282,8193466,4921008,6749343,3539402
263,0.781024,9371878,5568753,7667524,4031282
264,0.791928,9275077,5482934,7972514,4330253
265,0.750629,9385966,5556536,7652751,4045386
266,0.763499,9414284,5591384,7726371,4065002
268,0.820454,9001453,5095988,8533618,4663466
269,0.779558,9274592,5486595,7983415,4344475
270,0.756162,9364709,5533281,7696076,4093723
271,0.755917,9151924,5371757,7407717,3897649
272,0.866907,9777761,5669732,8594318,4634064
273,0.803012,9271381,5483685,7980196,4345099
274,0.765682,9150101,5372105,7408576,3900292
275,0.882406,9774373,5668766,8587276,4630620
276,0.631336,10363460,5295853,6997086,2428044
277,0.738596,9390391,5569190,7609771,4013474
278,0.770689,9363578,5569326,7706265,4073109
279,0.335913,8210980,4929547,6745605,3528098
280,0.812457,9149186,5387904,6948347,3618678
281,1.04043,9678048,5204789,7916909,3553699
282,0.76681,9142388,5364476,7421854,3918102
283,0.923864,9230675,3863390,7940848,2693816
284,0.796813,9156275,5396068,6983192,3644065
285,0.749642,9393750,5557992,7657951,4043458
286,0.768528,9139116,5365454,7379770,3880895
287,0.665818,10396988,4893304,8083639,2754615
288,0.820322,9001309,5095061,8532845,4661866
289,0.81148,9155657,5392448,6966958,3632263
290,0.762636,9149001,5372009,7416100,3908043
291,0.801739,9162054,5397098,7001333,3652793
292,0.767782,9138905,5365136,7386880,3890975
293,0.91613,9190568,3836636,7886636,2656477
294,0.80511,9160255,5396222,7000904,3653495
295,0.73685,9418120,5589957,7586516,3979809
296,0.76216,9143923,5368285,7397262,3892123
297,1.07068,8419000,5289549,7777831,4729751
298,0.908446,9241029,3888585,7923264,2693546
299,0.80264,9170291,5404536,7018976,3664682
300,0.737057,9750002,5649254,8583743,4628236
301,0.819195,9331025,5514588,7542004,3993844
303,0.780095,9274655,5484654,7976427,4335771
304,0.754306,9383799,5556579,7561063,3973147
305,0.765484,9147897,5370036,7397798,3892160
306,0.793631,9272171,5479418,7974047,4331369
307,0.751768,9140384,5365073,7382287,3882125
308,0.847912,8504927,5042803,8137753,4731511
309,0.882453,9781733,5672770,8602351,4641633
310,0.837712,9779759,5655364,8597025,4620508
311,1.06027,9695205,5208856,7926248,3550689
312,0.747689,9326843,5498953,7759376,4161574
313,0.758284,9358011,5563438,7687241,4053856
314,0.336117,8187092,4916032,6745478,3536353
315,0.819621,9002344,5095392,8532114,4660497
316,0.795948,9274887,5483702,7972921,4331510
317,0.757874,9366985,5569698,7664321,4035712
318,0.753792,9390148,5561924,7621394,4017850
319,0.77123,9390530,5575427,7690504,4044404
321,0.773828,9362429,5565827,7703093,4066564
322,0.852206,9773352,5659843,8589009,4621536
323,1.03947,9682990,5207049,7913169,3547799
324,0.803258,9156351,5395975,6998026,3652870
325,0.785866,9274772,5485876,7980080,4340294
326,0.908504,9191203,3845967,7882381,2661179
327,0.747037,9373511,5547504,7645022,4046186
328,0.752154,9392856,5579383,7716864,4066160
329,0.789671,9275329,5487084,7986048,4347017
330,0.765081,9367911,5570835,7663950,4033728
331,0.906359,9219430,3935088,7871673,2707274
332,0.767171,9336140,5510231,7682979,4093656
333,0.335886,8201706,4924606,6747381,3533081
334,1.04742,9685675,5207094,7921371,3553239
335,0.802566,9164443,5403518,7021907,3670461
336,0.815337,8997117,5091844,8538356,4666608
337,0.797821,9274521,5484409,7974225,4338648
338,1.34958,7431315,4416525,6565273,3593678
339,0.756523,9379922,5575778,7696635,4060671
340,0.877235,8251275,4739974,7844179,4375763
341,0.754985,9362090,5572349,7699358,4074179
342,0.784081,9173369,5408245,7037617,3680294
343,0.77618,9275006,5484628,7975041,4334418
344,0.769983,9151326,5374828,7362286,3858806
345,0.764818,9140238,5365905,7381478,3880720
346,0.918465,9217522,3848075,7932853,2684577
347,0.769901,9145712,5371534,7389183,3886205
348,0.793948,9169813,5406738,7025852,3673312
349,0.919877,9229317,3860470,7945524,2697321
350,0.820928,8996951,5089350,8539101,4664825
351,0.804727,9158241,5396681,6990728,3648796
352,1.2967,7095648,4445149,5645128,3036170
353,0.78754,9275502,5485083,7975766,4335400
354,0.754089,9359480,5571057,7702865,4075311
355,0.8053,9168017,5402148,7012413,3660190
356,0.807819,9153147,5390825,6970323,3634398
357,0.767752,9370085,5577216,7718842,4082727
358,0.915174,9191424,3841641,7906826,2675500
359,0.837371,9551350,4118868,7960083,2672135
360,0.788447,9271102,5480314,7976400,4335256
361,0.75552,9360092,5533482,7634014,4043709
362,0.802201,9176325,5410542,7048254,3684628
363,0.77955,9271592,5483338,7975387,4336738
364,0.731152,10040928,4566167,8038514,2708648
365,0.762658,9370847,5574337,7714542,4076754
366,0.878521,8544159,3564319,6763094,1950628
367,0.759908,9359573,5569665,7699220,4069789
368,0.783514,9275698,5483748,7974942,4332909
369,0.78093,9273571,5480018,7970265,4326679
370,0.746901,9339401,5512794,7677893,4086665
371,0.33755,8211907,4929473,6757998,3539177
372,0.773672,9365720,5570523,7698369,4063427
373,0.818686,8993589,5087685,8537395,4664318
374,0.732834,9732513,5649379,8566595,4627259
375,0.753155,9360049,5535125,7686083,4087779
376,1.0509,9690204,5208795,7917257,3546774
377,0.742404,9340109,5516584,7682792,4091034
378,0.760181,9373166,5578856,7684789,4052397
379,0.81181,9128792,5368657,7015453,3677832
380,0.745452,9397608,5568575,7598496,3994956
381,0.746407,9377852,5578351,7687119,4050228
382,0.73886,9372904,5544837,7651422,4053983
383,0.771432,9144718,5367841,7386904,3884789
384,0.800467,9274675,5483327,7976120,4334323
385,0.778611,9146929,5370013,7394914,3890346
387,0.793689,9161222,5399867,7000629,3656046
388,0.756506,9150742,5373830,7411895,3903645
389,0.759286,9158245,5380355,7378367,3869443
390,0.924375,9225497,3859074,7935206,2689225
391,0.75099,9403136,5572355,7634001,4022339
392,0.769958,9153591,5374289,7414245,3903089
393,0.909507,9183930,3821990,7875453,2637950
394,0.337265,8199115,4923303,6753915,3540959
395,0.802498,9163363,5401657,7012608,3662101
396,0.788355,9271644,5483041,7984743,4345726
397,0.818638,9000537,5094519,8539581,4667922
398,0.800225,9167115,5400850,7009115,3660794
399,0.797051,9272345,5484063,7982675,4343467
400,0.736673,9361098,5532714,7673350,4073110
401,0.902795,9201721,3894706,7852089,2668314
402,0.877038,8251396,4740063,7844354,4375901
403,0.906208,9176662,3815995,7899239,2657874
404,0.75051,9356928,5566958,7689144,4064020
405,0.330251,8270262,4928467,6736257,3486782
406,1.03205,9678482,5205100,7915376,3552249
407,0.790787,9274334,5485161,7977957,4338086
408,0.724831,9979231,4504846,8064409,2732463
409,0.760769,9364194,5566937,7707876,4068769
410,0.803445,9153736,5392142,6982435,3640907
411,0.79161,9274769,5484478,7977604,4337033
412,0.744063,9759680,5659426,8598026,4641677
413,0.694816,10470813,4799176,8235833,2734321
414,0.76591,9144756,5367887,7389828,3887654
415,0.794403,9172224,5409068,7043656,3684203
416,0.76751,9140660,5365785,7385058,3883915
417,0.757424,9426096,5599201,7738998,4070787
418,0.803794,9163277,5396452,6991777,3646237
419,1.06112,9695755,5210636,7921306,3547311
420,0.918623,9214552,3839746,7939233,2685784
421,0.766786,9162157,5381664,7385132,3875950
423,0.762239,9138445,5362619,7382997,3882779
424,0.801437,9166622,5404875,7025114,3673351
425,0.910001,9207011,3869744,7893262,2678425
426,0.798404,9115401,4259764,7092375,2541545
427,0.739498,9380000,5550965,7639749,4038182
428,0.766916,9142494,5366694,7383088,3882386
430,0.745818,9384739,5554056,7627506,4025066
431,0.748974,9343665,5507637,7759906,4147624
433,0.786193,9275035,5484160,7979999,4338598
434,0.764439,9368604,5573609,7722228,4084292
435,0.758862,9353298,5561259,7688805,4061301
436,0.78975,9274804,5484998,7982804,4341986
437,0.731164,9417655,5587953,7568296,3965983
438,0.738966,9366584,5539463,7642572,4048651
439,0.763036,9143280,5370253,7402842,3899226
440,0.336785,8193486,4919810,6748749,3537621
441,1.02582,9672938,5202694,7911850,3551537
442,0.84417,9286610,3979183,7871091,2687503
443,0.751649,9375307,5550031,7625794,4031535
444,0.822498,9000968,5093763,8535853,4663214
445,0.770235,9146818,5370374,7403065,3898099
446,1.30216,7464897,4445342,6533150,3559861
447,0.793035,9270479,5484180,7980690,4343340
448,0.875934,9776218,5667938,8595179,4634842
449,0.748032,9376341,5548295,7670886,4068104
450,0.781644,9388879,5587883,7711159,4064592
451,0.887318,9779606,5673096,8595952,4638749
452,0.75112,9344442,5519074,7724219,4128662
453,0.3361,8187879,4917725,6746752,3538700
454,0.792516,9271057,5479968,7980399,4339083
455,0.776282,9776863,5657068,8593024,4619865
456,0.334336,8189579,4917563,6741693,3531988
457,0.738983,9385880,5557603,7639124,4039198
458,0.764151,9142008,5366970,7389296,3888307
459,0.913388,9185710,3820987,7892473,2651921
460,0.797015,9172406,5410000,6989071,3641162
461,0.926618,8518505,3480584,6754024,1885342
462,0.800173,9157959,5396890,7000613,3653826
463,0.851654,9773759,5660554,8589187,4622024
464,0.772031,9150209,5371972,7413406,3905037
465,0.819843,8998645,5090462,8543808,4668779
466,0.746259,9347221,5513921,7732609,4130792
467,0.939267,8426635,5155286,7842766,4634648
468,0.919221,9235881,3878125,7936609,2700477
469,0.763455,9352074,5562095,7676974,4055026
470,0.33542,8196034,4921356,6753437,3541386
471,0.802745,9158728,5398865,7005209,3657689
472,0.764093,9142877,5368185,7368759,3869817
473,0.792055,9159642,5398667,7002727,3656275
474,0.814356,9154920,5391077,6966543,3630298
475,0.336367,8205040,4926052,6755741,3540091
476,0.790563,9274927,5486283,7980414,4341143
477,0.819182,9000607,5094829,8534955,4663858
478,0.76382,9160090,5384212,7385576,3876972
479,0.799472,9162726,5399461,7010529,3660372
480,0.762631,9362712,5566182,7706870,4071517
481,0.765442,9330260,5535219,7756101,4125107
482,0.819585,8996556,5088745,8539659,4664929
483,0.900995,9185195,3833193,7915152,2681902
484,0.822588,9001927,5096611,8535034,4665190
485,0.788296,9273451,5483128,7976045,4335808
486,0.723148,10297453,4768774,8141996,2782004
487,0.750787,9362505,5566783,7690845,4060035
488,0.746967,9390959,5563008,7625585,4019018
489,0.915981,9202454,3847039,7895378,2663014
490,0.336094,8188713,4917529,6744998,3535419
491,0.797308,9165702,5403722,7019478,3668950
492,0.788281,9273561,5486208,7983018,4345088
493,0.780828,9367232,5568616,7711490,4072752
494,0.773668,9374868,5576955,7689961,4051826
495,0.872181,9273070,4016793,7828023,2700763
496,0.792492,9166408,5402683,7017809,3665071
497,0.820785,8996372,5089014,8540680,4666243
498,0.798539,9274331,5484028,7978845,4338080
499,0.915002,9189441,3835110,7888143,2657265
500,0.764567,9358360,5568910,7692638,4064750
501,1.04352,9681736,5207323,7922446,3558225
502,0.75159,9341122,5518076,7685442,4096598
503,0.806159,9156511,5393248,6979108,3638252
504,0.857157,9305501,3992941,7914129,2722203
505,0.798725,9274562,5485737,7982764,4343303
506,0.899592,9207216,3876481,7900016,2689587
507,1.05422,9693618,5210207,7918753,3546361
508,0.775466,9359310,5564109,7687273,4057819
509,0.744101,9345767,5331059,5139731,1356408
510,0.821099,9001036,5096230,8534291,4664666
511,0.812394,9165785,5400556,7008173,3658717
512,0.754327,9159446,5382385,7419478,3907503
513,0.893511,9076113,5225527,5911308,3062259
514,0.766294,9157904,5379991,7370407,3864385
515,0.793233,9174909,5411012,7043257,3684748
516,0.80111,9275738,5484120,7974630,4332930
517,0.737794,9381533,5553182,7612769,4018134
518,0.762099,9143098,5366513,7382875,3881971
519,0.795792,9167262,5404179,6981473,3634447
520,1.03618,9678785,5205291,7915258,3552023
521,0.794616,9168455,5404512,7017193,3666219
522,0.762809,9146448,5369412,7401671,3896868
523,0.796789,9273641,5480046,7976255,4332536
524,0.744675,9761994,5657068,8587426,4627846
525,0.748513,9384607,5552880,7661314,4054669
526,0.874075,9257380,3998872,7844584,2714976
527,0.903067,8489757,3367380,7274281,2303996
528,1.04331,9680664,5203903,7911365,3545229
529,0.866444,9780520,5671876,8595850,4636339
530,0.72686,9334765,5504444,7708253,4111579
531,0.768681,9143891,5369341,7399913,3896214
532,0.783308,9272543,5482584,7982163,4341610
533,0.751136,9393866,5573901,7542953,3957588
534,0.759976,9361720,5565616,7655224,4026913
535,0.748517,9409025,5581716,7568842,3969300
536,0.787922,9272027,5480226,7977938,4335664
537,0.854234,9274372,3965239,7879517,2689795
538,1.04136,9682714,5205767,7919030,3552449
539,0.736972,9364191,5540816,7611109,4022025
540,0.83994,9238509,3948716,7845506,2676121
541,0.74629,9402165,5576459,7619992,4014305
542,0.758997,9357419,5562874,7695191,4062839
543,0.797003,9274250,5486787,7983747,4345460
544,0.798418,9275429,5483304,7974656,4332404
545,0.752371,9353793,5523408,7730288,4121591
546,0.773703,9362294,5565454,7700417,4067126
547,0.738876,9331305,5502484,7743446,4145008
548,0.759646,9145622,5370096,7402160,3896489
549,0.877114,9777741,5671468,8593723,4636197
550,1.0544,9693341,5209716,7920477,3547832
551,0.663652,10543085,4944676,8150054,2722168
552,0.335178,8205856,4928033,6748190,3534086
553,0.776391,9147480,5374729,7351386,3853871
554,0.762158,9151015,5372711,7415533,3905699
555,0.820178,9001574,5097303,8531426,4662872
556,0.801251,9160403,5398001,6999200,3654297
558,0.758503,9342609,5514134,7724362,4123813
559,0.765443,9146537,5368648,7391592,3886596
560,0.796973,9161602,5396899,6989657,3646237
561,0.790687,9274961,5486072,7985726,4346117
562,0.334888,8192103,4919702,6743406,3533871
563,0.771276,9141361,5367397,7391928,3890747
564,0.310298,8459034,4930645,6403248,3116530
565,0.801116,9154987,5395829,6992278,3649686
566,0.923499,9236835,3875781,7940526,2700222
567,0.759708,9143795,5368069,7394747,3889479
568,0.792543,9173469,5406826,7032881,3676929
569,0.755293,9349914,5557045,7665462,4044324
570,0.819232,8995929,5089079,8541098,4667296
571,1.07066,8419246,5289823,7778295,4730240
572,0.804481,9271152,5481174,7978230,4337706
573,0.883846,9780554,5672686,8596404,4637972
574,0.802167,9196359,5412508,7014649,3649750
576,0.800443,9275678,5484412,7978874,4337317
577,0.743241,9404464,5575307,7610424,4002506
578,0.767232,9359168,5567129,7690494,4064188
579,0.792073,9272778,5484479,7982430,4343399
580,0.751758,9363885,5569076,7714986,4078347
581,0.875983,9771083,5666322,8586723,4630767
582,0.870309,9274241,4013413,7849739,2715793
583,0.847757,8504927,5042803,8137753,4731511
584,0.800745,9158121,5395232,6991241,3647318
585,1.04873,9690609,5207973,7918396,3546662
586,0.761893,9363585,5571705,7707864,4077183
587,1.04322,9684246,5207341,7919633,3553170
588,0.750786,9373158,5576777,7686672,4051704
589,0.740369,9369470,5538825,7616235,4019531
590,0.797811,9167826,5402941,7014064,3662900
591,0.786453,9377303,5572410,7681098,4038977
592,0.801355,9273760,5482924,7969323,4328397
593,1.03086,8420996,5276026,7673031,4610931
594,0.807057,9156449,5390115,7004438,3652494
595,0.770916,9167119,5388160,7400063,3892854
596,0.91498,9222003,3849479,7941120,2688799
597,0.798785,9275669,5483773,7977349,4335252
598,0.902167,9204934,3892164,7884795,2691033
599,0.759462,9153442,5376777,7380842,3875957
600,0.755717,9362196,5565595,7686543,4056237
601,0.787377,9167313,5402881,7017872,3667012
602,0.787902,9374421,4170441,7026296,2018432
603,0.761225,9155183,5377839,7371449,3866444
604,0.79692,9166953,5403101,7021016,3667860
605,0.804011,9271604,5485688,7978922,4342702
606,0.922371,9197241,3853459,7892629,2670806
607,0.736912,9407629,5585419,7551109,3955321
608,0.755788,9357637,5565118,7686945,4060996
609,0.907548,9194586,3857773,7895997,2678741
610,0.757183,9343299,5517261,7716429,4121201
611,0.785352,9273684,5480901,7974931,4332269
612,0.225988,10455881,6344289,4884217,923301
613,0.804158,9171683,5405648,7011683,3659216
614,0.736278,9423052,5592549,7609821,3994894
615,0.764626,9152837,5374554,7420039,3909056
616,1.04501,9688801,5208637,7920180,3550664
617,0.85524,9392450,4297465,7522193,2676494
619,0.743605,9412794,5584889,7612336,4006525
620,0.757281,9370118,5573269,7672296,4040353
