Trace,IPC,Loads,Stores,Load Misses,Store Misses
67,0.785581,9141051,5367411,6931254,3477957
68,0.853589,8993900,5087800,8205083,4352566
69,0.341522,8200544,4923611,6227894,3073506
70,0.835358,9155134,5395959,6556969,3260084
71,0.791342,9365874,5571094,7301039,3698159
72,0.943806,8582100,3598163,6045118,1312643
73,0.666275,10493428,5110368,7017447,1972230
74,0.787927,9144860,5366339,6953622,3492266
75,0.84334,9160494,5396786,6537519,3243782
76,0.888543,9752396,5653320,7962507,4101209
77,0.786041,9154096,5376863,6991056,3523323
78,0.341991,8191854,4918864,6229949,3078748
79,0.830729,9159536,5396160,6548675,3252048
80,0.857297,9001282,5094933,8202384,4351281
81,0.773758,9319955,5490968,7330574,3770915
82,0.794135,9143538,5365913,6941800,3485189
83,0.79609,9371878,5577970,7289721,3688968
84,0.774134,9393680,5568276,7188067,3622061
85,0.860016,9261311,3990899,7194003,2083128
86,0.858001,9001019,5093476,8203984,4351249
87,0.76757,9356769,5529723,7311197,3743694
88,0.85692,8996089,5088807,8207000,4353251
89,0.807074,9376844,5578415,7299759,3690149
90,0.818847,9275457,5485271,7568429,3957917
91,0.757844,9413174,5584403,7192428,3620201
92,0.789061,9143632,5368262,6951715,3494128
93,0.341439,8187937,4916653,6219539,3070478
94,0.924665,9778079,5670423,7972273,4103378
95,0.771266,9371781,5550265,7186974,3636148
96,0.767164,9381496,5559451,7221437,3660419
97,0.779799,9735443,5652893,7958039,4110288
98,0.806231,9376304,5576341,7282028,3673134
99,0.831416,9275864,5483830,7560332,3947600
100,1.15815,9682568,5205225,6427880,2131216
101,0.784927,9338296,5506596,7303539,3738617
102,0.779858,9155275,5376918,6989763,3520917
103,1.14014,9675228,5204811,6420285,2135560
104,0.854648,9002551,5095713,8201584,4350348
105,0.952644,9237542,3879457,7227147,2037732
106,0.782755,9146780,5368545,6958077,3496557
107,0.824576,9165040,5401909,6569973,3267879
109,0.783599,9142660,5367021,6953462,3500018
110,0.833354,9157255,5395277,6550272,3254508
111,0.914869,9180141,3827883,7163935,1983730
112,0.802936,9366070,5567605,7261723,3660310
113,0.773008,9321542,5498304,7297685,3743493
114,0.77391,9359410,5529706,7243783,3683286
115,0.792051,9149592,5370548,6964876,3500469
116,0.817043,9166303,5402767,6580243,3274273
117,0.816675,9271634,5486182,7567709,3960984
118,0.825263,9271875,5481705,7569187,3958012
119,0.92026,9773415,5668381,7972570,4105233
120,0.9411,9238913,3878876,7214058,2024395
121,1.15782,9689838,5209137,6431241,2118332
122,0.78736,9161699,5382937,6988767,3517858
123,0.829127,9161379,5401148,6571471,3269825
124,0.798968,9359669,5567259,7288800,3690566
125,0.791716,9358889,5569092,7297488,3700568
126,0.853881,9146084,5385753,6508441,3223521
127,0.85748,9003175,5096748,8201377,4350518
128,0.894995,9287515,4035841,7148881,2081208
129,0.825685,9275182,5485999,7570854,3961372
130,0.77017,9333509,5503973,7310168,3748850
131,0.934003,9193182,3842190,7179383,1998696
132,0.946689,8513371,3480615,5960454,1185297
133,0.937801,9209529,3903627,7189436,2053451
134,0.804027,9357953,5564244,7280633,3684598
135,0.764912,9320036,5493785,7340703,3785554
136,0.831011,9156221,5393136,6548363,3250426
137,0.934771,8518942,3457920,5989603,1181069
138,0.834034,9273005,5487135,7566220,3959085
139,0.839535,9274274,5485354,7561261,3950970
140,0.794871,9353846,5563048,7279031,3685283
141,1.16904,9687971,5208339,6427879,2130537
142,0.812774,9361013,5564619,7303372,3698141
143,1.18651,9699445,5210899,6446829,2115652
144,0.800437,9412336,5590638,7337059,3703286
145,0.814648,9274462,5484581,7565276,3954430
146,0.821322,9275139,5483705,7557852,3945463
147,0.845196,9622967,4195623,7217168,1998809
148,0.790323,9379240,5575786,7312641,3700998
149,0.782848,9172333,5393289,6958954,3486898
150,0.761956,9418169,5587776,7191975,3616599
151,0.941335,9213418,3897987,7151007,2004488
152,0.849865,9151626,5370784,6341411,3139488
153,0.810881,9274388,5483237,7559369,3947273
154,0.874168,8504926,5042798,7779449,4415951
155,0.319649,8411645,4889385,5969812,2730126
156,0.777738,9360021,5568339,7288085,3695428
157,0.82173,9275296,5485881,7558543,3952746
158,0.757397,9326239,5499983,7314659,3755629
159,0.780005,9370298,5573411,7279144,3680143
160,0.952975,8526373,3429909,6001591,1155301
161,0.829302,9158381,5396568,6557278,3258113
162,0.947302,9220224,3849238,7229266,2026874
163,0.781116,9151667,5373348,6974549,3508383
164,0.857754,9002381,5094927,8203097,4350749
165,0.833772,9163348,5400237,6565674,3260580
166,0.808838,9274898,5484685,7562245,3951399
168,0.801061,9359057,5566564,7288524,3692175
169,0.768852,9342029,5513363,7300032,3742294
170,0.798884,9142362,5365161,6943895,3485976
171,0.93537,9185269,3822644,7188008,1994614
172,0.343394,8208994,4928415,6236121,3078059
173,0.784046,9147635,5370535,6970331,3510685
174,0.341309,8201354,4925596,6227951,3075511
175,1.16013,9695996,5211674,6421660,2118797
176,0.834503,9159356,5397465,6550639,3254207
178,0.793834,9141512,5366652,6963918,3504185
179,0.851376,8999493,5095627,8201277,4352665
180,0.947732,9223839,3858900,7224582,2029300
181,0.81871,9146133,5386414,6534806,3243198
182,0.760284,9385722,5550644,7208111,3642710
183,0.786196,9141311,5370020,6964439,3507384
184,0.838683,9273781,5483698,7561895,3950619
185,0.793415,9357810,5561256,7287641,3687729
186,0.771063,9389740,5562361,7208477,3643483
187,0.886079,9779506,5655519,7973651,4089825
188,0.926302,9766113,5668051,7949346,4093537
189,0.776886,9146321,5369049,6957498,3497663
190,0.786399,9143970,5369739,6963360,3503936
191,0.827683,9159882,5396524,6562160,3261954
192,0.796325,9148845,5370601,6969108,3504197
193,0.781569,9163295,5385187,6949424,3482596
194,0.655127,10575885,5273769,6890624,1957613
195,1.16521,9691168,5207930,6436246,2122387
196,0.77642,9357303,5524010,7242525,3687199
197,0.779587,9148157,5370417,6963392,3500508
198,1.17456,9696107,5210364,6427627,2120343
199,0.834196,9175688,5411998,6536081,3236224
200,1.15927,9691383,5209065,6428454,2121585
201,0.79289,9366679,5567711,7301606,3692219
202,0.76764,9374822,5549453,7215955,3654171
203,0.900281,9780209,5664251,7977696,4099346
204,0.760873,9395427,5572688,7187448,3622007
205,1.38197,7037007,4407849,4009042,1453221
206,0.776735,9374932,5580107,7291568,3688905
207,0.837851,9266370,4233385,6934782,2065806
208,0.776793,9360272,5534541,7272122,3709520
209,0.775352,9380723,5579994,7292899,3683398
210,0.921803,9776093,5668233,7971726,4103021
211,0.779931,9328256,5497235,7320461,3758331
212,0.776176,9135363,5361106,6930482,3479095
213,0.820107,9272703,5481479,7554689,3942220
214,0.895525,9779948,5663595,7975931,4097207
215,0.339883,8194819,4922204,6221439,3071286
216,0.792681,9359655,5568272,7287757,3690264
217,0.856942,9002041,5095523,8204540,4352741
218,0.769812,9404310,5581275,7195206,3628720
219,0.826767,9271709,5481299,7566234,3954517
220,0.778,9372676,5579370,7327047,3718433
221,0.825815,9165610,5402949,6587356,3278386
222,0.880057,9290953,3984304,7213255,2066280
223,0.815076,9275940,5483473,7552573,3938932
224,0.930816,9221637,3918015,7200569,2066163
225,0.904369,9281982,4022585,7139713,2065917
226,0.811633,9273025,5484523,7556257,3947048
227,0.786937,9360757,5565363,7284801,3685602
228,0.932429,9184541,3831337,7231038,2048125
229,0.83146,9273904,5483661,7562403,3951394
230,0.773485,9422106,5591381,7186561,3612640
231,0.791464,9140730,5366849,6947342,3491134
232,0.830574,9160047,5397003,6552854,3255246
233,1.13944,9677365,5205908,6411100,2133297
234,0.787854,9746455,5654476,7967456,4110287
235,0.827312,9165922,5401333,6570388,3265625
236,0.822752,9275197,5484768,7563494,3952284
237,0.79514,9361628,5568598,7294857,3696242
238,1.01151,8426720,5155351,6968698,3833356
239,0.83067,9156047,5393861,6542207,3249077
240,0.845999,9150617,5387647,6513825,3228592
241,0.831993,9163091,5400250,6571938,3267816
242,0.343514,8200410,4922797,6232854,3077206
243,0.785343,9395107,5585512,7315698,3700897
244,0.853798,9275828,5483340,7547408,3938303
245,0.829974,9161573,5398997,6565921,3263236
246,0.833778,9274792,5484987,7553868,3947375
247,0.799671,9362342,5566590,7288499,3687717
248,0.786893,9164630,5383756,6960512,3490051
249,0.856606,9000432,5093837,8201459,4350062
250,0.784347,9144197,5367066,6950276,3491417
251,0.785904,9375747,5574898,7280577,3674200
252,0.767758,9315152,5492338,7324142,3768127
253,0.798465,9358849,5566511,7292960,3696662
254,0.821361,9274771,5486090,7569967,3961184
255,0.900827,9298694,4067387,7146320,2100684
256,0.808955,9362450,5567083,7305766,3703225
257,0.945254,9196695,3875554,7203897,2053765
258,0.824798,9162244,5397304,6564175,3262080
259,0.88295,9286617,3967875,7233132,2072729
260,0.823024,9275972,5484921,7561485,3949684
261,0.758812,9417400,5588807,7186782,3611396
262,0.340144,8193461,4921005,6227519,3077170
263,0.798513,9371880,5568755,7266417,3661064
264,0.825896,9275080,5482935,7552695,3938970
265,0.779136,9385969,5556538,7251187,3677975
266,0.790657,9414298,5591388,7328283,3697693
268,0.857602,9001451,5095987,8201664,4351552
269,0.815629,9274595,5486598,7566579,3957872
270,0.771552,9364730,5533287,7292810,3726141
271,0.776563,9151927,5371760,6970170,3503524
272,0.921532,9777761,5669732,7970688,4101684
273,0.837659,9271392,5483696,7568028,3962822
274,0.789467,9150102,5372105,6972110,3507494
275,0.920597,9774373,5668766,7964704,4099277
276,0.64743,10363441,5295841,5947866,1575741
277,0.760567,9390398,5569196,7207631,3646469
278,0.800599,9363572,5569323,7307573,3705335
279,0.341701,8211011,4929570,6223879,3065686
280,0.839576,9149189,5387906,6505167,3222161
281,1.14961,9678053,5204791,6430479,2134484
282,0.793857,9142406,5364488,6985066,3525086
283,0.953657,9230672,3863389,7228943,2029271
284,0.822201,9156272,5396068,6543690,3250641
285,0.775411,9393748,5557991,7254615,3673835
286,0.794906,9139110,5365449,6943244,3488192
287,0.683084,10397067,4893355,7179858,1938744
288,0.856379,9001309,5095061,8201231,4350327
289,0.835972,9155654,5392446,6526264,3238238
290,0.780846,9149008,5372013,6980265,3515903
291,0.822886,9162057,5397099,6562906,3260260
292,0.792444,9138901,5365133,6950054,3498344
293,0.942214,9190547,3836627,7187039,2001655
294,0.831162,9160258,5396223,6562113,3260456
295,0.763183,9418112,5589954,7192572,3620581
296,0.78291,9143923,5368285,6960991,3498965
297,1.16554,8418999,5289548,6544032,3609595
298,0.939238,9241031,3888588,7210635,2030189
299,0.827639,9170291,5404536,6579267,3270380
300,0.779043,9749998,5649251,7965112,4100423
301,0.852644,9331024,5514587,6783537,3328899
303,0.805292,9274652,5484652,7556853,3945243
304,0.77666,9383813,5556587,7161972,3610332
305,0.790843,9147896,5370036,6960071,3498237
306,0.821109,9272171,5479418,7555720,3941361
307,0.775416,9140399,5365083,6945798,3489735
308,0.874062,8504927,5042803,7779485,4415995
309,0.928261,9781741,5672775,7980754,4109007
310,0.876592,9779763,5655364,7974248,4089688
311,1.17414,9695264,5208893,6430784,2121542
312,0.775219,9326831,5498945,7339595,3776720
313,0.777021,9358019,5563442,7287852,3684965
314,0.341912,8187110,4916048,6224509,3075309
315,0.856216,9002343,5095391,8200548,4349065
316,0.831403,9274890,5483703,7554554,3941790
317,0.780371,9367022,5569726,7264355,3668071
318,0.782628,9390144,5561921,7221442,3652339
319,0.796752,9390519,5575422,7289258,3674585
